v129_rawvalue_11,v129_rawvalue_12,v129_rawvalue_13,v129_rawvalue_14,v129_rawvalue_15,v129_rawvalue_16,v129_rawvalue_17,fips,county
20.5,22.4,20.5,22.4,22.4,23.2,22.4,28035,Forrest County
NA,NA,NA,NA,NA,NA,NA,28037,Franklin County
26,25.6,NA,NA,NA,NA,NA,28039,George County
NA,NA,NA,NA,NA,NA,NA,28041,Greene County
22.4,20.5,22.4,24.8,NA,NA,NA,28043,Grenada County
26,NA,NA,NA,NA,26,26,28045,Hancock County
25.6,24.8,25.6,26,26,25.6,25.6,28047,Harrison County
23.2,22.4,23.2,23.2,24,24,24,28049,Hinds County
20.5,23.2,22.4,20.5,20.5,20.5,22.4,28051,Holmes County
22.4,20.5,NA,NA,NA,NA,NA,28053,Humphreys County
NA,NA,NA,NA,NA,NA,NA,28055,Issaquena County
24,24.8,24.8,NA,NA,NA,NA,28057,Itawamba County
24.8,26,24.8,24.8,24.8,26,26,28059,Jackson County
20.5,20.5,20.5,NA,NA,NA,NA,28061,Jasper County
NA,NA,NA,NA,NA,NA,NA,28063,Jefferson County
23.2,NA,NA,NA,NA,NA,NA,28065,Jefferson Davis County
25.6,24.8,24.8,25.6,25.6,25.6,25.6,28067,Jones County
NA,NA,NA,NA,NA,NA,NA,28069,Kemper County
25.6,23.2,24.8,25.6,25.6,25.6,24.8,28071,Lafayette County
26,26,26,26,26,26,26,28073,Lamar County
23.2,24.8,24,25.6,25.6,24.8,25.6,28075,Lauderdale County
17.5,NA,19.5,NA,NA,NA,NA,28077,Lawrence County
22.4,22.4,25.6,24,24.8,24.8,NA,28079,Leake County
24,24,25.6,25.6,25.6,24.8,24.8,28081,Lee County
23.2,20.5,22.4,24,24.8,24,24.8,28083,Leflore County
22.4,25.6,24.8,24,24.8,24.8,25.6,28085,Lincoln County
24,24,24.8,25.6,24.8,25.6,25.6,28087,Lowndes County
26,24,24.8,25.6,26,26,26,28089,Madison County
22.4,24.8,23.2,22.4,20.5,20.5,22.4,28091,Marion County
25.6,24.8,26,26,26,25.6,25.6,28093,Marshall County
22.4,24,22.4,23.2,24,25.6,26,28095,Monroe County
17.5,NA,NA,15.3,10.8,NA,NA,28097,Montgomery County
23.2,24,23.2,24,24.8,24,24,28099,Neshoba County
23.2,23.2,22.4,24,24,24,24,28101,Newton County
20.5,17.5,19.5,NA,NA,NA,NA,28103,Noxubee County
24.8,24.8,24.8,23.2,24,24.8,23.2,28105,Oktibbeha County
24,25.6,25.6,24.8,25.6,24.8,24.8,28107,Panola County
24.8,25.6,24.8,24,24,25.6,25.6,28109,Pearl River County
22.4,NA,NA,NA,NA,NA,NA,28111,Perry County
19.5,25.6,22.4,19.5,18.5,20.5,24,28113,Pike County
24,25.6,24,24.8,24.8,NA,26,28115,Pontotoc County
26,23.2,23.2,24,24,24.8,24.8,28117,Prentiss County
NA,NA,NA,NA,NA,NA,NA,28119,Quitman County
26,25.6,26,26,26,26,26,28121,Rankin County
24,22.4,23.2,24,24,24.8,24.8,28123,Scott County
NA,NA,NA,NA,NA,NA,NA,28125,Sharkey County
22.4,20.5,22.4,20.5,20.5,22.4,24,28127,Simpson County
20.5,NA,NA,NA,NA,NA,NA,28129,Smith County
20.5,19.5,18.5,20.5,20.5,NA,NA,28131,Stone County
20.5,17.5,20.5,22.4,20.5,20.5,20.5,28133,Sunflower County
20.5,20.5,20.5,NA,NA,NA,NA,28135,Tallahatchie County
25.6,24.8,24.8,25.6,26,NA,NA,28137,Tate County
26,24,NA,NA,NA,24,NA,28139,Tippah County
NA,NA,NA,NA,NA,NA,NA,28141,Tishomingo County
14.2,19.5,20.5,19.5,NA,NA,NA,28143,Tunica County
26,24.8,24,25.6,24.8,NA,NA,28145,Union County
20.5,NA,NA,NA,NA,NA,NA,28147,Walthall County
24.8,25.6,25.6,25.6,25.6,26,25.6,28149,Warren County
20.5,22.4,22.4,22.4,22.4,23.2,24,28151,Washington County
24,23.2,22.4,24,NA,NA,NA,28153,Wayne County
18.5,NA,NA,NA,NA,NA,NA,28155,Webster County
NA,NA,NA,NA,NA,NA,NA,28157,Wilkinson County
23.2,NA,23.2,22.4,NA,NA,NA,28159,Winston County
NA,NA,NA,NA,NA,NA,NA,28161,Yalobusha County
25.6,24,24.8,25.6,24.8,24.8,24.8,28163,Yazoo County
26,26,26,26,26,26,26,29000,Missouri
26,NA,NA,NA,NA,NA,NA,29001,Adair County
NA,NA,NA,NA,NA,NA,NA,29003,Andrew County
NA,NA,NA,NA,NA,NA,NA,29005,Atchison County
NA,NA,NA,NA,NA,NA,NA,29007,Audrain County
26,26,26,26,26,26,26,29009,Barry County
NA,NA,NA,NA,NA,NA,NA,29011,Barton County
NA,NA,NA,NA,NA,NA,NA,29013,Bates County
NA,NA,NA,NA,NA,NA,NA,29015,Benton County
NA,NA,NA,NA,NA,NA,NA,29017,Bollinger County
26,26,26,26,26,26,26,29019,Boone County
25.6,26,25.6,25.6,25.6,25.6,25.6,29021,Buchanan County
23.2,23.2,25.6,25.6,25.6,26,26,29023,Butler County
NA,NA,NA,NA,NA,NA,NA,29025,Caldwell County
25.6,24.8,24.8,24.8,25.6,26,26,29027,Callaway County
26,NA,NA,NA,NA,NA,NA,29029,Camden County
26,26,26,26,25.6,26,26,29031,Cape Girardeau County
NA,NA,NA,NA,NA,NA,NA,29033,Carroll County
NA,NA,NA,NA,NA,NA,NA,29035,Carter County
26,26,26,26,26,26,26,29037,Cass County
NA,NA,NA,NA,NA,NA,NA,29039,Cedar County
NA,NA,NA,NA,NA,NA,NA,29041,Chariton County
26,26,26,26,26,26,26,29043,Christian County
NA,NA,NA,NA,NA,NA,NA,29045,Clark County
26,26,26,26,26,26,26,29047,Clay County
NA,NA,NA,NA,NA,NA,NA,29049,Clinton County
24.8,26,26,24.8,25.6,26,26,29051,Cole County
NA,NA,NA,NA,NA,NA,NA,29053,Cooper County
NA,NA,NA,NA,NA,NA,NA,29055,Crawford County
NA,NA,NA,NA,NA,NA,NA,29057,Dade County
NA,NA,NA,NA,NA,NA,NA,29059,Dallas County
NA,NA,NA,NA,NA,NA,NA,29061,Daviess County
NA,NA,NA,NA,NA,NA,NA,29063,DeKalb County
NA,NA,NA,NA,NA,NA,NA,29065,Dent County
NA,NA,NA,NA,NA,NA,NA,29067,Douglas County
25.6,23.2,24,24.8,24.8,24.8,24.8,29069,Dunklin County
26,26,26,26,26,26,26,29071,Franklin County
20.5,NA,NA,NA,NA,NA,NA,29073,Gasconade County
NA,NA,NA,NA,NA,NA,NA,29075,Gentry County
26,26,26,26,26,26,26,29077,Greene County
NA,NA,NA,NA,NA,NA,NA,29079,Grundy County
NA,NA,NA,NA,NA,NA,NA,29081,Harrison County
24.8,NA,NA,NA,NA,NA,NA,29083,Henry County
NA,NA,NA,NA,NA,NA,NA,29085,Hickory County
NA,NA,NA,NA,NA,NA,NA,29087,Holt County
NA,NA,NA,NA,NA,NA,NA,29089,Howard County
26,26,26,26,26,26,26,29091,Howell County
NA,NA,NA,NA,NA,NA,NA,29093,Iron County
25.6,25.6,25.6,26,26,26,26,29095,Jackson County
26,26,26,26,26,26,26,29097,Jasper County
26,26,26,26,26,26,26,29099,Jefferson County
26,26,26,26,26,26,26,29101,Johnson County
NA,NA,NA,NA,NA,NA,NA,29103,Knox County
26,24.8,24.8,25.6,24.8,24,24.8,29105,Laclede County
26,26,NA,NA,NA,25.6,24.8,29107,Lafayette County
26,26,NA,NA,26,26,25.6,29109,Lawrence County
NA,NA,NA,NA,NA,NA,NA,29111,Lewis County
26,26,26,26,26,26,26,29113,Lincoln County
NA,NA,NA,NA,NA,NA,NA,29115,Linn County
NA,NA,NA,NA,NA,NA,NA,29117,Livingston County
26,24.8,25.6,NA,NA,23.2,23.2,29119,McDonald County
NA,NA,NA,NA,NA,NA,NA,29121,Macon County
NA,NA,NA,NA,NA,NA,NA,29123,Madison County
NA,NA,NA,NA,NA,NA,NA,29125,Maries County
24.8,NA,26,25.6,26,NA,NA,29127,Marion County
NA,NA,NA,NA,NA,NA,NA,29129,Mercer County
25.6,NA,NA,NA,NA,NA,NA,29131,Miller County
NA,NA,NA,NA,NA,NA,NA,29133,Mississippi County
NA,NA,NA,NA,NA,NA,NA,29135,Moniteau County
NA,NA,NA,NA,NA,NA,NA,29137,Monroe County
NA,NA,NA,NA,NA,NA,NA,29139,Montgomery County
24,24,NA,NA,NA,NA,NA,29141,Morgan County
23.2,NA,NA,22.4,NA,NA,NA,29143,New Madrid County
26,26,25.6,26,26,26,26,29145,Newton County
NA,NA,NA,NA,NA,NA,NA,29147,Nodaway County
NA,NA,NA,NA,NA,NA,NA,29149,Oregon County
NA,NA,NA,NA,NA,NA,NA,29151,Osage County
NA,NA,NA,NA,NA,NA,NA,29153,Ozark County
23.2,24,22.4,24,23.2,18.5,19.5,29155,Pemiscot County
NA,NA,NA,NA,NA,NA,NA,29157,Perry County
26,26,26,26,26,NA,NA,29159,Pettis County
26,26,26,26,26,25.6,25.6,29161,Phelps County
23.2,NA,NA,NA,NA,NA,NA,29163,Pike County
26,26,26,26,26,26,26,29165,Platte County
NA,NA,NA,NA,NA,NA,NA,29167,Polk County
26,25.6,25.6,26,26,26,26,29169,Pulaski County
NA,NA,NA,NA,NA,NA,NA,29171,Putnam County
NA,NA,NA,NA,NA,NA,NA,29173,Ralls County
26,NA,NA,NA,NA,NA,NA,29175,Randolph County
NA,NA,NA,NA,NA,NA,NA,29177,Ray County
NA,NA,NA,NA,NA,NA,NA,29179,Reynolds County
18.5,18.5,18.5,NA,NA,NA,NA,29181,Ripley County
26,26,26,26,26,26,26,29183,St. Charles County
NA,NA,NA,NA,NA,NA,NA,29185,St. Clair County
NA,NA,NA,NA,NA,NA,NA,29186,Ste. Genevieve County
26,26,26,26,25.6,26,26,29187,St. Francois County
26,25.6,26,26,26,26,26,29189,St. Louis County
23.2,20.5,22.4,24.8,NA,NA,NA,29195,Saline County
NA,NA,NA,NA,NA,NA,NA,29197,Schuyler County
NA,NA,NA,NA,NA,NA,NA,29199,Scotland County
25.6,24.8,26,26,26,24.8,24.8,29201,Scott County
NA,NA,NA,NA,NA,NA,NA,29203,Shannon County
NA,NA,NA,NA,NA,NA,NA,29205,Shelby County
NA,25.6,NA,NA,NA,NA,NA,29207,Stoddard County
NA,NA,NA,NA,NA,NA,NA,29209,Stone County
NA,NA,NA,NA,NA,NA,NA,29211,Sullivan County
26,26,26,26,26,26,26,29213,Taney County
24.8,24.8,24,23.2,23.2,23.2,24,29215,Texas County
26,NA,NA,NA,NA,NA,NA,29217,Vernon County
26,NA,NA,NA,NA,NA,NA,29219,Warren County
NA,25.6,NA,NA,NA,NA,NA,29221,Washington County
NA,NA,NA,NA,NA,NA,NA,29223,Wayne County
24.8,26,26,26,25.6,25.6,26,29225,Webster County
NA,NA,NA,NA,NA,NA,NA,29227,Worth County
NA,NA,NA,NA,NA,23.2,NA,29229,Wright County
23.2,23.2,24,24,24,24.8,24.8,29510,St. Louis city
26,26,26,26,26,26,26,30000,Montana
NA,NA,NA,NA,NA,NA,NA,30001,Beaverhead County
25.6,NA,NA,NA,NA,NA,NA,30003,Big Horn County
NA,NA,NA,NA,NA,NA,NA,30005,Blaine County
NA,NA,NA,NA,NA,NA,NA,30007,Broadwater County
NA,NA,NA,NA,NA,NA,NA,30009,Carbon County
NA,NA,NA,NA,NA,NA,NA,30011,Carter County
26,26,26,26,26,26,26,30013,Cascade County
NA,NA,NA,NA,NA,NA,NA,30015,Chouteau County
NA,NA,NA,NA,NA,NA,NA,30017,Custer County
NA,NA,NA,NA,NA,NA,NA,30019,Daniels County
NA,NA,NA,NA,NA,NA,NA,30021,Dawson County
NA,NA,NA,NA,NA,NA,NA,30023,Deer Lodge County
NA,NA,NA,NA,NA,NA,NA,30025,Fallon County
NA,NA,NA,NA,NA,NA,NA,30027,Fergus County
26,26,26,26,26,26,26,30029,Flathead County
26,26,26,26,26,26,26,30031,Gallatin County
NA,NA,NA,NA,NA,NA,NA,30033,Garfield County
NA,NA,NA,NA,NA,NA,23.2,30035,Glacier County
NA,NA,NA,NA,NA,NA,NA,30037,Golden Valley County
NA,NA,NA,NA,NA,NA,NA,30039,Granite County
26,NA,NA,NA,NA,NA,NA,30041,Hill County
NA,NA,NA,NA,NA,NA,NA,30043,Jefferson County
NA,NA,NA,NA,NA,NA,NA,30045,Judith Basin County
25.6,26,26,25.6,25.6,25.6,NA,30047,Lake County
26,26,26,26,26,26,26,30049,Lewis and Clark County
NA,NA,NA,NA,NA,NA,NA,30051,Liberty County
NA,NA,NA,NA,NA,NA,NA,30053,Lincoln County
NA,NA,NA,NA,NA,NA,NA,30055,McCone County
NA,NA,NA,NA,NA,NA,NA,30057,Madison County
NA,NA,NA,NA,NA,NA,NA,30059,Meagher County
NA,NA,NA,NA,NA,NA,NA,30061,Mineral County
26,26,26,26,26,26,26,30063,Missoula County
NA,NA,NA,NA,NA,NA,NA,30065,Musselshell County
NA,NA,NA,NA,NA,NA,NA,30067,Park County
NA,NA,NA,NA,NA,NA,NA,30069,Petroleum County
NA,NA,NA,NA,NA,NA,NA,30071,Phillips County
NA,NA,NA,NA,NA,NA,NA,30073,Pondera County
NA,NA,NA,NA,NA,NA,NA,30075,Powder River County
NA,NA,NA,NA,NA,NA,NA,30077,Powell County
NA,NA,NA,NA,NA,NA,NA,30079,Prairie County
26,26,NA,NA,NA,NA,NA,30081,Ravalli County
NA,NA,NA,NA,NA,NA,NA,30083,Richland County
20.5,NA,NA,NA,NA,NA,20.5,30085,Roosevelt County
NA,NA,NA,NA,NA,NA,NA,30087,Rosebud County
NA,NA,NA,NA,NA,NA,NA,30089,Sanders County
NA,NA,NA,NA,NA,NA,NA,30091,Sheridan County
NA,NA,NA,NA,NA,NA,NA,30093,Silver Bow County
NA,NA,NA,NA,NA,NA,NA,30095,Stillwater County
NA,NA,NA,NA,NA,NA,NA,30097,Sweet Grass County
NA,NA,NA,NA,NA,NA,NA,30099,Teton County
NA,NA,NA,NA,NA,NA,NA,30101,Toole County
NA,NA,NA,NA,NA,NA,NA,30103,Treasure County
NA,NA,NA,NA,NA,NA,NA,30105,Valley County
NA,NA,NA,NA,NA,NA,NA,30107,Wheatland County
NA,NA,NA,NA,NA,NA,NA,30109,Wibaux County
26,26,26,26,26,26,26,30111,Yellowstone County
26,26,26,26,26,26,26,31000,Nebraska
26,NA,26,NA,NA,NA,NA,31001,Adams County
NA,NA,NA,NA,NA,NA,NA,31003,Antelope County
NA,NA,NA,NA,NA,NA,NA,31005,Arthur County
NA,NA,NA,NA,NA,NA,NA,31007,Banner County
NA,NA,NA,NA,NA,NA,NA,31009,Blaine County
NA,NA,NA,NA,NA,NA,NA,31011,Boone County
NA,NA,NA,NA,NA,NA,NA,31013,Box Butte County
NA,NA,NA,NA,NA,NA,NA,31015,Boyd County
NA,NA,NA,NA,NA,NA,NA,31017,Brown County
26,26,26,26,26,26,26,31019,Buffalo County
NA,NA,NA,NA,NA,NA,NA,31021,Burt County
NA,NA,NA,NA,NA,NA,NA,31023,Butler County
NA,NA,NA,NA,NA,NA,NA,31025,Cass County
NA,NA,NA,NA,NA,NA,NA,31027,Cedar County
NA,NA,NA,NA,NA,NA,NA,31029,Chase County
NA,NA,NA,NA,NA,NA,NA,31031,Cherry County
NA,NA,NA,NA,NA,NA,NA,31033,Cheyenne County
NA,NA,NA,NA,NA,NA,NA,31035,Clay County
NA,NA,NA,NA,NA,NA,NA,31037,Colfax County
NA,NA,NA,NA,NA,NA,NA,31039,Cuming County
NA,NA,NA,NA,NA,NA,NA,31041,Custer County
26,NA,NA,NA,NA,NA,NA,31043,Dakota County
NA,NA,NA,NA,NA,NA,NA,31045,Dawes County
26,25.6,25.6,25.6,26,NA,26,31047,Dawson County
NA,NA,NA,NA,NA,NA,NA,31049,Deuel County
NA,NA,NA,NA,NA,NA,NA,31051,Dixon County
26,26,26,NA,NA,NA,NA,31053,Dodge County
26,26,26,26,26,26,26,31055,Douglas County
NA,NA,NA,NA,NA,NA,NA,31057,Dundy County
NA,NA,NA,NA,NA,NA,NA,31059,Fillmore County
NA,NA,NA,NA,NA,NA,NA,31061,Franklin County
NA,NA,NA,NA,NA,NA,NA,31063,Frontier County
NA,NA,NA,NA,NA,NA,NA,31065,Furnas County
26,NA,NA,NA,NA,NA,NA,31067,Gage County
NA,NA,NA,NA,NA,NA,NA,31069,Garden County
NA,NA,NA,NA,NA,NA,NA,31071,Garfield County
NA,NA,NA,NA,NA,NA,NA,31073,Gosper County
NA,NA,NA,NA,NA,NA,NA,31075,Grant County
NA,NA,NA,NA,NA,NA,NA,31077,Greeley County
26,26,26,26,26,26,26,31079,Hall County
NA,NA,NA,NA,NA,NA,NA,31081,Hamilton County
NA,NA,NA,NA,NA,NA,NA,31083,Harlan County
NA,NA,NA,NA,NA,NA,NA,31085,Hayes County
NA,NA,NA,NA,NA,NA,NA,31087,Hitchcock County
NA,NA,NA,NA,NA,NA,NA,31089,Holt County
NA,NA,NA,NA,NA,NA,NA,31091,Hooker County
NA,NA,NA,NA,NA,NA,NA,31093,Howard County
NA,NA,NA,NA,NA,NA,NA,31095,Jefferson County
NA,NA,NA,NA,NA,NA,NA,31097,Johnson County
NA,NA,NA,NA,NA,NA,NA,31099,Kearney County
8.5,NA,NA,NA,NA,NA,NA,31101,Keith County
NA,NA,NA,NA,NA,NA,NA,31103,Keya Paha County
NA,NA,NA,NA,NA,NA,NA,31105,Kimball County
NA,NA,NA,NA,NA,NA,NA,31107,Knox County
26,26,26,26,26,26,26,31109,Lancaster County
26,26,NA,26,26,26,26,31111,Lincoln County
NA,NA,NA,NA,NA,NA,NA,31113,Logan County
NA,NA,NA,NA,NA,NA,NA,31115,Loup County
NA,NA,NA,NA,NA,NA,NA,31117,McPherson County
26,26,26,26,26,26,26,31119,Madison County
NA,NA,NA,NA,NA,NA,NA,31121,Merrick County
NA,NA,NA,NA,NA,NA,NA,31123,Morrill County
NA,NA,NA,NA,NA,NA,NA,31125,Nance County
NA,NA,NA,NA,NA,NA,NA,31127,Nemaha County
NA,NA,NA,NA,NA,NA,NA,31129,Nuckolls County
NA,NA,NA,NA,NA,NA,NA,31131,Otoe County
NA,NA,NA,NA,NA,NA,NA,31133,Pawnee County
NA,NA,NA,NA,NA,NA,NA,31135,Perkins County
NA,NA,NA,NA,NA,NA,NA,31137,Phelps County
NA,NA,NA,NA,NA,NA,NA,31139,Pierce County
26,26,26,26,26,NA,NA,31141,Platte County
NA,NA,NA,NA,NA,NA,NA,31143,Polk County
NA,NA,NA,NA,NA,NA,NA,31145,Red Willow County
NA,NA,NA,NA,NA,NA,NA,31147,Richardson County
NA,NA,NA,NA,NA,NA,NA,31149,Rock County
NA,NA,NA,NA,NA,NA,NA,31151,Saline County
26,26,26,26,26,26,26,31153,Sarpy County
NA,NA,NA,NA,NA,NA,NA,31155,Saunders County
26,26,25.6,25.6,26,26,26,31157,Scotts Bluff County
NA,NA,NA,NA,NA,NA,NA,31159,Seward County
NA,NA,NA,NA,NA,NA,NA,31161,Sheridan County
NA,NA,NA,NA,NA,NA,NA,31163,Sherman County
NA,NA,NA,NA,NA,NA,NA,31165,Sioux County
NA,NA,NA,NA,NA,NA,NA,31167,Stanton County
NA,NA,NA,NA,NA,NA,NA,31169,Thayer County
NA,NA,NA,NA,NA,NA,NA,31171,Thomas County
NA,NA,NA,NA,NA,NA,NA,31173,Thurston County
NA,NA,NA,NA,NA,NA,NA,31175,Valley County
NA,NA,NA,NA,NA,NA,NA,31177,Washington County
NA,NA,NA,NA,NA,NA,NA,31179,Wayne County
NA,NA,NA,NA,NA,NA,NA,31181,Webster County
NA,NA,NA,NA,NA,NA,NA,31183,Wheeler County
NA,NA,NA,NA,NA,NA,NA,31185,York County
26,26,26,26,26,26,26,32000,Nevada
NA,NA,NA,NA,25.6,NA,NA,32001,Churchill County
26,26,26,26,26,26,26,32003,Clark County
NA,NA,NA,NA,NA,NA,26,32005,Douglas County
26,26,26,26,26,26,26,32007,Elko County
NA,NA,NA,NA,NA,NA,NA,32009,Esmeralda County
NA,NA,NA,NA,NA,NA,NA,32011,Eureka County
NA,NA,NA,NA,NA,NA,NA,32013,Humboldt County
NA,NA,NA,NA,NA,NA,NA,32015,Lander County
NA,NA,NA,NA,NA,NA,NA,32017,Lincoln County
26,NA,26,NA,26,26,26,32019,Lyon County
NA,NA,NA,NA,NA,NA,NA,32021,Mineral County
26,NA,26,25.6,26,NA,NA,32023,Nye County
NA,NA,NA,NA,NA,NA,NA,32027,Pershing County
NA,NA,NA,NA,NA,NA,NA,32029,Storey County
26,26,26,26,26,26,26,32031,Washoe County
NA,NA,NA,NA,NA,NA,NA,32033,White Pine County
26,26,26,26,NA,26,26,32510,Carson City
26,26,26,26,26,26,26,33000,New Hampshire
NA,NA,NA,NA,NA,NA,NA,33001,Belknap County
26,NA,NA,NA,NA,NA,NA,33003,Carroll County
26,26,26,NA,NA,26,26,33005,Cheshire County
26,NA,NA,NA,NA,NA,NA,33007,Coos County
26,26,26,26,26,26,26,33009,Grafton County
26,26,26,26,26,26,26,33011,Hillsborough County
26,26,26,26,26,26,26,33013,Merrimack County
26,26,26,26,26,26,26,33015,Rockingham County
26,26,26,26,26,26,26,33017,Strafford County
26,NA,NA,NA,NA,NA,NA,33019,Sullivan County
26,26,26,26,26,26,26,34000,New Jersey
25.6,25.6,25.6,25.6,24.8,26,26,34001,Atlantic County
26,26,26,26,26,26,26,34003,Bergen County
26,26,26,26,26,26,26,34005,Burlington County
25.6,24.8,25.6,25.6,25.6,26,26,34007,Camden County
26,26,26,26,26,26,26,34009,Cape May County
24,24.8,24.8,24.8,24.8,26,26,34011,Cumberland County
26,26,26,26,26,26,26,34013,Essex County
26,26,26,26,26,26,26,34015,Gloucester County
26,26,26,26,26,26,26,34017,Hudson County
26,26,NA,NA,NA,NA,NA,34019,Hunterdon County
24.8,26,25.6,25.6,26,26,26,34021,Mercer County
26,26,26,26,26,26,26,34023,Middlesex County
26,26,26,26,26,26,26,34025,Monmouth County
26,26,26,26,26,26,26,34027,Morris County
26,26,26,26,26,26,26,34029,Ocean County
26,26,26,26,26,26,26,34031,Passaic County
24,26,25.6,25.6,26,26,26,34033,Salem County
26,26,26,26,26,26,26,34035,Somerset County
26,26,26,26,26,26,26,34037,Sussex County
26,26,26,26,26,26,26,34039,Union County
26,26,26,26,26,26,26,34041,Warren County
26,26,26,26,26,26,26,35000,New Mexico
26,26,26,26,26,26,26,35001,Bernalillo County
NA,NA,NA,NA,NA,NA,NA,35003,Catron County
25.6,26,25.6,26,26,26,26,35005,Chaves County
26,26,26,NA,NA,NA,NA,35006,Cibola County
18.5,NA,NA,NA,NA,NA,NA,35007,Colfax County
26,26,26,26,26,26,26,35009,Curry County
NA,NA,NA,NA,NA,NA,NA,35011,DeBaca County
26,26,26,26,26,26,26,35013,Dona Ana County
25.6,26,26,26,26,26,26,35015,Eddy County
NA,NA,NA,NA,NA,NA,NA,35017,Grant County
NA,NA,NA,NA,NA,NA,NA,35019,Guadalupe County
NA,NA,NA,NA,NA,NA,NA,35021,Harding County
NA,NA,NA,NA,NA,NA,NA,35023,Hidalgo County
26,26,26,26,26,26,26,35025,Lea County
NA,NA,NA,NA,NA,NA,NA,35027,Lincoln County
NA,NA,NA,NA,NA,NA,NA,35028,Los Alamos County
NA,NA,NA,NA,NA,NA,NA,35029,Luna County
26,25.6,26,26,26,26,26,35031,McKinley County
NA,NA,NA,NA,NA,NA,NA,35033,Mora County
26,26,26,26,26,26,26,35035,Otero County
NA,NA,NA,NA,NA,NA,NA,35037,Quay County
26,26,26,26,26,NA,NA,35039,Rio Arriba County
25.6,NA,NA,NA,NA,NA,NA,35041,Roosevelt County
26,26,26,26,26,26,26,35043,Sandoval County
26,26,26,26,26,26,26,35045,San Juan County
26,NA,NA,NA,NA,NA,NA,35047,San Miguel County
26,26,26,26,26,26,26,35049,Santa Fe County
NA,NA,NA,NA,NA,NA,NA,35051,Sierra County
26,NA,NA,NA,NA,NA,NA,35053,Socorro County
26,NA,NA,NA,NA,NA,NA,35055,Taos County
NA,NA,NA,NA,NA,NA,NA,35057,Torrance County
NA,NA,NA,NA,NA,NA,NA,35059,Union County
26,26,26,26,26,26,26,35061,Valencia County
26,26,26,26,26,26,26,36000,New York
25.6,25.6,26,25.6,25.6,26,26,36001,Albany County
26,26,26,NA,NA,NA,NA,36003,Allegany County
26,26,26,26,26,26,26,36005,Bronx County
24.8,25.6,25.6,25.6,26,26,26,36007,Broome County
26,26,26,26,26,26,26,36009,Cattaraugus County
26,26,26,26,26,26,26,36011,Cayuga County
26,26,26,26,26,26,26,36013,Chautauqua County
26,26,26,26,26,26,26,36015,Chemung County
26,25.6,26,26,26,NA,NA,36017,Chenango County
26,26,26,26,26,26,26,36019,Clinton County
25.6,24.8,24.8,26,26,26,26,36021,Columbia County
26,26,25.6,26,26,26,26,36023,Cortland County
NA,NA,NA,NA,NA,NA,NA,36025,Delaware County
26,26,26,26,26,26,26,36027,Dutchess County
25.6,25.6,26,25.6,26,26,26,36029,Erie County
NA,NA,NA,NA,NA,NA,NA,36031,Essex County
26,NA,NA,NA,NA,NA,NA,36033,Franklin County
26,26,26,26,26,26,NA,36035,Fulton County
26,26,26,26,26,26,26,36037,Genesee County
NA,NA,NA,NA,NA,NA,NA,36039,Greene County
NA,NA,NA,NA,NA,NA,NA,36041,Hamilton County
26,26,26,26,26,24.8,25.6,36043,Herkimer County
26,26,26,26,26,26,26,36045,Jefferson County
26,26,26,26,26,26,26,36047,Kings County
NA,NA,NA,NA,NA,NA,NA,36049,Lewis County
26,26,NA,NA,NA,NA,NA,36051,Livingston County
26,26,NA,NA,NA,26,26,36053,Madison County
26,26,26,26,26,26,26,36055,Monroe County
26,26,26,26,26,26,26,36057,Montgomery County
26,26,26,26,26,26,26,36059,Nassau County
26,26,26,26,26,26,26,36061,New York County
26,26,26,26,26,26,26,36063,Niagara County
26,25.6,26,26,26,26,26,36065,Oneida County
26,26,26,26,26,26,26,36067,Onondaga County
26,26,26,26,26,26,26,36069,Ontario County
26,26,26,26,26,26,26,36071,Orange County
26,NA,NA,26,NA,26,25.6,36073,Orleans County
26,26,26,26,26,26,26,36075,Oswego County
26,26,26,NA,NA,26,26,36077,Otsego County
26,26,26,26,26,NA,NA,36079,Putnam County
26,26,26,26,26,26,26,36081,Queens County
26,26,26,26,26,26,26,36083,Rensselaer County
26,26,26,26,26,26,26,36085,Richmond County
26,26,26,26,26,26,26,36087,Rockland County
26,26,26,26,26,26,26,36089,St. Lawrence County
26,26,26,26,26,26,26,36091,Saratoga County
26,26,26,26,26,26,26,36093,Schenectady County
NA,NA,NA,NA,NA,NA,NA,36095,Schoharie County
NA,NA,NA,NA,NA,NA,NA,36097,Schuyler County
26,NA,NA,NA,NA,NA,NA,36099,Seneca County
26,26,26,26,26,26,26,36101,Steuben County
26,26,26,26,26,26,26,36103,Suffolk County
26,26,26,26,26,26,26,36105,Sullivan County
26,25.6,26,26,26,26,26,36107,Tioga County
26,26,26,26,26,NA,26,36109,Tompkins County
26,26,26,26,26,26,26,36111,Ulster County
26,26,26,26,26,26,26,36113,Warren County
26,26,26,26,26,26,26,36115,Washington County
26,26,26,26,26,26,26,36117,Wayne County
26,26,26,26,26,26,26,36119,Westchester County
26,NA,NA,NA,NA,NA,NA,36121,Wyoming County
NA,NA,NA,NA,NA,NA,NA,36123,Yates County
25.6,25.6,25.6,26,26,26,26,37000,North Carolina
26,25.6,26,26,26,25.6,25.6,37001,Alamance County
26,25.6,26,NA,NA,NA,NA,37003,Alexander County
NA,NA,NA,NA,NA,NA,NA,37005,Alleghany County
26,24,NA,NA,NA,NA,NA,37007,Anson County
